seed,index,split,source,scenario,filename,battery_id,resistance
42,60,train,virtual,充电短路,0.05Ω充电短路_19.xlsx,virtual_0,0.05
42,61,train,virtual,充电短路,0.05Ω充电短路_2.xlsx,virtual_0,0.05
42,62,train,virtual,充电短路,0.05Ω充电短路_20.xlsx,virtual_0,0.05
42,63,train,virtual,充电短路,0.05Ω充电短路_21.xlsx,virtual_0,0.05
42,64,train,virtual,充电短路,0.05Ω充电短路_22.xlsx,virtual_0,0.05
42,65,train,virtual,充电短路,0.05Ω充电短路_23.xlsx,virtual_0,0.05
42,66,train,virtual,充电短路,0.05Ω充电短路_24.xlsx,virtual_0,0.05
42,67,train,virtual,充电短路,0.05Ω充电短路_25.xlsx,virtual_0,0.05
42,68,train,virtual,充电短路,0.05Ω充电短路_26.xlsx,virtual_0,0.05
42,69,train,virtual,充电短路,0.05Ω充电短路_27.xlsx,virtual_0,0.05
42,70,train,virtual,充电短路,0.05Ω充电短路_28.xlsx,virtual_0,0.05
42,71,train,virtual,充电短路,0.05Ω充电短路_29.xlsx,virtual_0,0.05
42,72,train,virtual,充电短路,0.05Ω充电短路_3.xlsx,virtual_0,0.05
42,73,train,virtual,充电短路,0.05Ω充电短路_30.xlsx,virtual_0,0.05
42,74,train,virtual,充电短路,0.05Ω充电短路_31.xlsx,virtual_0,0.05
42,75,train,virtual,充电短路,0.05Ω充电短路_32.xlsx,virtual_0,0.05
42,76,train,virtual,充电短路,0.05Ω充电短路_33.xlsx,virtual_0,0.05
42,77,train,virtual,充电短路,0.05Ω充电短路_34.xlsx,virtual_0,0.05
42,78,train,virtual,充电短路,0.05Ω充电短路_35.xlsx,virtual_0,0.05
42,79,train,virtual,充电短路,0.05Ω充电短路_36.xlsx,virtual_0,0.05
42,80,train,virtual,充电短路,0.05Ω充电短路_37.xlsx,virtual_0,0.05
42,81,train,virtual,充电短路,0.05Ω充电短路_38.xlsx,virtual_0,0.05
42,82,train,virtual,充电短路,0.05Ω充电短路_39.xlsx,virtual_0,0.05
42,83,train,virtual,充电短路,0.05Ω充电短路_4.xlsx,virtual_0,0.05
42,84,train,virtual,充电短路,0.05Ω充电短路_40.xlsx,virtual_0,0.05
42,85,train,virtual,充电短路,0.05Ω充电短路_41.xlsx,virtual_0,0.05
42,86,train,virtual,充电短路,0.05Ω充电短路_42.xlsx,virtual_0,0.05
42,87,train,virtual,充电短路,0.05Ω充电短路_43.xlsx,virtual_0,0.05
42,88,train,virtual,充电短路,0.05Ω充电短路_44.xlsx,virtual_0,0.05
42,89,train,virtual,充电短路,0.05Ω充电短路_45.xlsx,virtual_0,0.05
42,90,train,virtual,充电短路,0.05Ω充电短路_46.xlsx,virtual_0,0.05
42,91,train,virtual,充电短路,0.05Ω充电短路_47.xlsx,virtual_0,0.05
42,92,train,virtual,充电短路,0.05Ω充电短路_48.xlsx,virtual_0,0.05
42,93,train,virtual,充电短路,0.05Ω充电短路_49.xlsx,virtual_0,0.05
42,94,train,virtual,充电短路,0.05Ω充电短路_5.xlsx,virtual_0,0.05
42,95,train,virtual,充电短路,0.05Ω充电短路_50.xlsx,virtual_0,0.05
42,96,train,virtual,充电短路,0.05Ω充电短路_6.xlsx,virtual_0,0.05
42,97,train,virtual,充电短路,0.05Ω充电短路_7.xlsx,virtual_0,0.05
42,98,train,virtual,充电短路,0.05Ω充电短路_8.xlsx,virtual_0,0.05
42,99,train,virtual,充电短路,0.05Ω充电短路_9.xlsx,virtual_0,0.05
42,100,train,virtual,充电短路,0.1Ω充电短路_1.xlsx,virtual_0,0.1
42,101,train,virtual,充电短路,0.1Ω充电短路_10.xlsx,virtual_0,0.1
42,102,train,virtual,充电短路,0.1Ω充电短路_11.xlsx,virtual_0,0.1
42,103,train,virtual,充电短路,0.1Ω充电短路_12.xlsx,virtual_0,0.1
42,104,train,virtual,充电短路,0.1Ω充电短路_13.xlsx,virtual_0,0.1
42,105,train,virtual,充电短路,0.1Ω充电短路_14.xlsx,virtual_0,0.1
42,106,train,virtual,充电短路,0.1Ω充电短路_15.xlsx,virtual_0,0.1
42,107,train,virtual,充电短路,0.1Ω充电短路_16.xlsx,virtual_0,0.1
42,108,train,virtual,充电短路,0.1Ω充电短路_17.xlsx,virtual_0,0.1
42,109,train,virtual,充电短路,0.1Ω充电短路_18.xlsx,virtual_0,0.1
42,110,train,virtual,充电短路,0.1Ω充电短路_19.xlsx,virtual_0,0.1
42,111,train,virtual,充电短路,0.1Ω充电短路_2.xlsx,virtual_0,0.1
42,112,train,virtual,充电短路,0.1Ω充电短路_20.xlsx,virtual_0,0.1
42,113,train,virtual,充电短路,0.1Ω充电短路_21.xlsx,virtual_0,0.1
42,114,train,virtual,充电短路,0.1Ω充电短路_22.xlsx,virtual_0,0.1
42,115,train,virtual,充电短路,0.1Ω充电短路_23.xlsx,virtual_0,0.1
42,116,train,virtual,充电短路,0.1Ω充电短路_24.xlsx,virtual_0,0.1
42,117,train,virtual,充电短路,0.1Ω充电短路_25.xlsx,virtual_0,0.1
42,118,train,virtual,充电短路,0.1Ω充电短路_26.xlsx,virtual_0,0.1
42,119,train,virtual,充电短路,0.1Ω充电短路_27.xlsx,virtual_0,0.1
42,120,train,virtual,充电短路,0.1Ω充电短路_28.xlsx,virtual_0,0.1
42,121,train,virtual,充电短路,0.1Ω充电短路_29.xlsx,virtual_0,0.1
42,122,train,virtual,充电短路,0.1Ω充电短路_3.xlsx,virtual_0,0.1
42,123,train,virtual,充电短路,0.1Ω充电短路_30.xlsx,virtual_0,0.1
42,124,train,virtual,充电短路,0.1Ω充电短路_31.xlsx,virtual_0,0.1
42,125,train,virtual,充电短路,0.1Ω充电短路_32.xlsx,virtual_0,0.1
42,126,train,virtual,充电短路,0.1Ω充电短路_33.xlsx,virtual_0,0.1
42,127,train,virtual,充电短路,0.1Ω充电短路_34.xlsx,virtual_0,0.1
42,128,train,virtual,充电短路,0.1Ω充电短路_35.xlsx,virtual_0,0.1
42,129,train,virtual,充电短路,0.1Ω充电短路_36.xlsx,virtual_0,0.1
42,130,train,virtual,充电短路,0.1Ω充电短路_37.xlsx,virtual_0,0.1
42,131,train,virtual,充电短路,0.1Ω充电短路_38.xlsx,virtual_0,0.1
42,132,train,virtual,充电短路,0.1Ω充电短路_39.xlsx,virtual_0,0.1
42,133,train,virtual,充电短路,0.1Ω充电短路_4.xlsx,virtual_0,0.1
42,134,train,virtual,充电短路,0.1Ω充电短路_40.xlsx,virtual_0,0.1
42,135,train,virtual,充电短路,0.1Ω充电短路_41.xlsx,virtual_0,0.1
42,136,train,virtual,充电短路,0.1Ω充电短路_42.xlsx,virtual_0,0.1
42,137,train,virtual,充电短路,0.1Ω充电短路_43.xlsx,virtual_0,0.1
42,138,train,virtual,充电短路,0.1Ω充电短路_44.xlsx,virtual_0,0.1
42,139,train,virtual,充电短路,0.1Ω充电短路_45.xlsx,virtual_0,0.1
42,140,train,virtual,充电短路,0.1Ω充电短路_46.xlsx,virtual_0,0.1
42,141,train,virtual,充电短路,0.1Ω充电短路_47.xlsx,virtual_0,0.1
42,142,train,virtual,充电短路,0.1Ω充电短路_48.xlsx,virtual_0,0.1
42,143,train,virtual,充电短路,0.1Ω充电短路_49.xlsx,virtual_0,0.1
42,144,train,virtual,充电短路,0.1Ω充电短路_5.xlsx,virtual_0,0.1
42,145,train,virtual,充电短路,0.1Ω充电短路_50.xlsx,virtual_0,0.1
42,146,train,virtual,充电短路,0.1Ω充电短路_6.xlsx,virtual_0,0.1
42,147,train,virtual,充电短路,0.1Ω充电短路_7.xlsx,virtual_0,0.1
42,148,train,virtual,充电短路,0.1Ω充电短路_8.xlsx,virtual_0,0.1
42,149,train,virtual,充电短路,0.1Ω充电短路_9.xlsx,virtual_0,0.1
42,150,train,virtual,充电短路,0.2Ω充电短路_1.xlsx,virtual_0,0.2
42,151,train,virtual,充电短路,0.2Ω充电短路_10.xlsx,virtual_0,0.2
42,152,train,virtual,充电短路,0.2Ω充电短路_11.xlsx,virtual_0,0.2
42,153,train,virtual,充电短路,0.2Ω充电短路_12.xlsx,virtual_0,0.2
42,154,train,virtual,充电短路,0.2Ω充电短路_13.xlsx,virtual_0,0.2
42,155,train,virtual,充电短路,0.2Ω充电短路_14.xlsx,virtual_0,0.2
42,156,train,virtual,充电短路,0.2Ω充电短路_15.xlsx,virtual_0,0.2
42,157,train,virtual,充电短路,0.2Ω充电短路_16.xlsx,virtual_0,0.2
42,158,train,virtual,充电短路,0.2Ω充电短路_17.xlsx,virtual_0,0.2
42,159,train,virtual,充电短路,0.2Ω充电短路_18.xlsx,virtual_0,0.2
42,160,train,virtual,充电短路,0.2Ω充电短路_19.xlsx,virtual_0,0.2
42,161,train,virtual,充电短路,0.2Ω充电短路_2.xlsx,virtual_0,0.2
42,162,train,virtual,充电短路,0.2Ω充电短路_20.xlsx,virtual_0,0.2
42,163,train,virtual,充电短路,0.2Ω充电短路_21.xlsx,virtual_0,0.2
42,164,train,virtual,充电短路,0.2Ω充电短路_22.xlsx,virtual_0,0.2
42,165,train,virtual,充电短路,0.2Ω充电短路_23.xlsx,virtual_0,0.2
42,166,train,virtual,充电短路,0.2Ω充电短路_24.xlsx,virtual_0,0.2
42,167,train,virtual,充电短路,0.2Ω充电短路_25.xlsx,virtual_0,0.2
42,168,train,virtual,充电短路,0.2Ω充电短路_26.xlsx,virtual_0,0.2
42,169,train,virtual,充电短路,0.2Ω充电短路_27.xlsx,virtual_0,0.2
42,170,train,virtual,充电短路,0.2Ω充电短路_28.xlsx,virtual_0,0.2
42,171,train,virtual,充电短路,0.2Ω充电短路_29.xlsx,virtual_0,0.2
42,172,train,virtual,充电短路,0.2Ω充电短路_3.xlsx,virtual_0,0.2
42,173,train,virtual,充电短路,0.2Ω充电短路_30.xlsx,virtual_0,0.2
42,174,train,virtual,充电短路,0.2Ω充电短路_31.xlsx,virtual_0,0.2
42,175,train,virtual,充电短路,0.2Ω充电短路_32.xlsx,virtual_0,0.2
42,176,train,virtual,充电短路,0.2Ω充电短路_33.xlsx,virtual_0,0.2
42,177,train,virtual,充电短路,0.2Ω充电短路_34.xlsx,virtual_0,0.2
42,178,train,virtual,充电短路,0.2Ω充电短路_35.xlsx,virtual_0,0.2
42,179,train,virtual,充电短路,0.2Ω充电短路_36.xlsx,virtual_0,0.2
42,180,train,virtual,充电短路,0.2Ω充电短路_37.xlsx,virtual_0,0.2
42,181,train,virtual,充电短路,0.2Ω充电短路_38.xlsx,virtual_0,0.2
42,182,train,virtual,充电短路,0.2Ω充电短路_39.xlsx,virtual_0,0.2
42,183,train,virtual,充电短路,0.2Ω充电短路_4.xlsx,virtual_0,0.2
42,184,train,virtual,充电短路,0.2Ω充电短路_40.xlsx,virtual_0,0.2
42,185,train,virtual,充电短路,0.2Ω充电短路_41.xlsx,virtual_0,0.2
42,186,train,virtual,充电短路,0.2Ω充电短路_42.xlsx,virtual_0,0.2
42,187,train,virtual,充电短路,0.2Ω充电短路_43.xlsx,virtual_0,0.2
42,188,train,virtual,充电短路,0.2Ω充电短路_44.xlsx,virtual_0,0.2
42,189,train,virtual,充电短路,0.2Ω充电短路_45.xlsx,virtual_0,0.2
42,190,train,virtual,充电短路,0.2Ω充电短路_46.xlsx,virtual_0,0.2
42,191,train,virtual,充电短路,0.2Ω充电短路_47.xlsx,virtual_0,0.2
42,192,train,virtual,充电短路,0.2Ω充电短路_48.xlsx,virtual_0,0.2
42,193,train,virtual,充电短路,0.2Ω充电短路_49.xlsx,virtual_0,0.2
42,194,train,virtual,充电短路,0.2Ω充电短路_5.xlsx,virtual_0,0.2
42,195,train,virtual,充电短路,0.2Ω充电短路_50.xlsx,virtual_0,0.2
42,196,train,virtual,充电短路,0.2Ω充电短路_6.xlsx,virtual_0,0.2
42,197,train,virtual,充电短路,0.2Ω充电短路_7.xlsx,virtual_0,0.2
42,198,train,virtual,充电短路,0.2Ω充电短路_8.xlsx,virtual_0,0.2
42,199,train,virtual,充电短路,0.2Ω充电短路_9.xlsx,virtual_0,0.2
42,200,train,virtual,充电短路,0.5Ω充电短路_1.xlsx,virtual_0,0.5
42,201,train,virtual,充电短路,0.5Ω充电短路_10.xlsx,virtual_0,0.5
42,202,train,virtual,充电短路,0.5Ω充电短路_11.xlsx,virtual_0,0.5
42,203,train,virtual,充电短路,0.5Ω充电短路_12.xlsx,virtual_0,0.5
42,204,train,virtual,充电短路,0.5Ω充电短路_13.xlsx,virtual_0,0.5
42,205,train,virtual,充电短路,0.5Ω充电短路_14.xlsx,virtual_0,0.5
42,206,train,virtual,充电短路,0.5Ω充电短路_15.xlsx,virtual_0,0.5
42,207,train,virtual,充电短路,0.5Ω充电短路_16.xlsx,virtual_0,0.5
42,208,train,virtual,充电短路,0.5Ω充电短路_17.xlsx,virtual_0,0.5
42,209,train,virtual,充电短路,0.5Ω充电短路_18.xlsx,virtual_0,0.5
42,210,train,virtual,充电短路,0.5Ω充电短路_19.xlsx,virtual_0,0.5
42,211,train,virtual,充电短路,0.5Ω充电短路_2.xlsx,virtual_0,0.5
42,212,train,virtual,充电短路,0.5Ω充电短路_20.xlsx,virtual_0,0.5
42,213,train,virtual,充电短路,0.5Ω充电短路_21.xlsx,virtual_0,0.5
42,214,train,virtual,充电短路,0.5Ω充电短路_22.xlsx,virtual_0,0.5
42,215,train,virtual,充电短路,0.5Ω充电短路_23.xlsx,virtual_0,0.5
42,216,train,virtual,充电短路,0.5Ω充电短路_24.xlsx,virtual_0,0.5
42,217,train,virtual,充电短路,0.5Ω充电短路_25.xlsx,virtual_0,0.5
42,218,train,virtual,充电短路,0.5Ω充电短路_26.xlsx,virtual_0,0.5
42,219,train,virtual,充电短路,0.5Ω充电短路_27.xlsx,virtual_0,0.5
42,220,train,virtual,充电短路,0.5Ω充电短路_28.xlsx,virtual_0,0.5
42,221,train,virtual,充电短路,0.5Ω充电短路_29.xlsx,virtual_0,0.5
42,222,train,virtual,充电短路,0.5Ω充电短路_3.xlsx,virtual_0,0.5
42,223,train,virtual,充电短路,0.5Ω充电短路_30.xlsx,virtual_0,0.5
42,224,train,virtual,充电短路,0.5Ω充电短路_31.xlsx,virtual_0,0.5
42,225,train,virtual,充电短路,0.5Ω充电短路_32.xlsx,virtual_0,0.5
42,226,train,virtual,充电短路,0.5Ω充电短路_33.xlsx,virtual_0,0.5
42,227,train,virtual,充电短路,0.5Ω充电短路_34.xlsx,virtual_0,0.5
42,228,train,virtual,充电短路,0.5Ω充电短路_35.xlsx,virtual_0,0.5
42,229,train,virtual,充电短路,0.5Ω充电短路_36.xlsx,virtual_0,0.5
42,230,train,virtual,充电短路,0.5Ω充电短路_37.xlsx,virtual_0,0.5
42,231,train,virtual,充电短路,0.5Ω充电短路_38.xlsx,virtual_0,0.5
42,232,train,virtual,充电短路,0.5Ω充电短路_39.xlsx,virtual_0,0.5
42,233,train,virtual,充电短路,0.5Ω充电短路_4.xlsx,virtual_0,0.5
42,234,train,virtual,充电短路,0.5Ω充电短路_40.xlsx,virtual_0,0.5
42,235,train,virtual,充电短路,0.5Ω充电短路_41.xlsx,virtual_0,0.5
42,236,train,virtual,充电短路,0.5Ω充电短路_42.xlsx,virtual_0,0.5
42,237,train,virtual,充电短路,0.5Ω充电短路_43.xlsx,virtual_0,0.5
42,238,train,virtual,充电短路,0.5Ω充电短路_44.xlsx,virtual_0,0.5
42,239,train,virtual,充电短路,0.5Ω充电短路_45.xlsx,virtual_0,0.5
42,240,train,virtual,充电短路,0.5Ω充电短路_46.xlsx,virtual_0,0.5
42,241,train,virtual,充电短路,0.5Ω充电短路_47.xlsx,virtual_0,0.5
42,242,train,virtual,充电短路,0.5Ω充电短路_48.xlsx,virtual_0,0.5
42,243,train,virtual,充电短路,0.5Ω充电短路_49.xlsx,virtual_0,0.5
42,244,train,virtual,充电短路,0.5Ω充电短路_5.xlsx,virtual_0,0.5
42,245,train,virtual,充电短路,0.5Ω充电短路_50.xlsx,virtual_0,0.5
42,246,train,virtual,充电短路,0.5Ω充电短路_6.xlsx,virtual_0,0.5
42,247,train,virtual,充电短路,0.5Ω充电短路_7.xlsx,virtual_0,0.5
42,248,train,virtual,充电短路,0.5Ω充电短路_8.xlsx,virtual_0,0.5
42,249,train,virtual,充电短路,0.5Ω充电短路_9.xlsx,virtual_0,0.5
42,250,train,virtual,充电短路,10Ω充电短路_1.xlsx,virtual_1,10.0
42,251,train,virtual,充电短路,10Ω充电短路_10.xlsx,virtual_1,10.0
42,252,train,virtual,充电短路,10Ω充电短路_11.xlsx,virtual_1,10.0
42,253,train,virtual,充电短路,10Ω充电短路_12.xlsx,virtual_1,10.0
42,254,train,virtual,充电短路,10Ω充电短路_13.xlsx,virtual_1,10.0
42,255,train,virtual,充电短路,10Ω充电短路_14.xlsx,virtual_1,10.0
42,256,train,virtual,充电短路,10Ω充电短路_15.xlsx,virtual_1,10.0
42,257,train,virtual,充电短路,10Ω充电短路_16.xlsx,virtual_1,10.0
42,258,train,virtual,充电短路,10Ω充电短路_17.xlsx,virtual_1,10.0
42,259,train,virtual,充电短路,10Ω充电短路_18.xlsx,virtual_1,10.0
42,260,train,virtual,充电短路,10Ω充电短路_19.xlsx,virtual_1,10.0
42,261,train,virtual,充电短路,10Ω充电短路_2.xlsx,virtual_1,10.0
42,262,train,virtual,充电短路,10Ω充电短路_20.xlsx,virtual_1,10.0
42,263,train,virtual,充电短路,10Ω充电短路_21.xlsx,virtual_1,10.0
42,264,train,virtual,充电短路,10Ω充电短路_22.xlsx,virtual_1,10.0
42,265,train,virtual,充电短路,10Ω充电短路_23.xlsx,virtual_1,10.0
42,266,train,virtual,充电短路,10Ω充电短路_24.xlsx,virtual_1,10.0
42,267,train,virtual,充电短路,10Ω充电短路_25.xlsx,virtual_1,10.0
42,268,train,virtual,充电短路,10Ω充电短路_26.xlsx,virtual_1,10.0
42,269,train,virtual,充电短路,10Ω充电短路_27.xlsx,virtual_1,10.0
42,270,train,virtual,充电短路,10Ω充电短路_28.xlsx,virtual_1,10.0
42,271,train,virtual,充电短路,10Ω充电短路_29.xlsx,virtual_1,10.0
42,272,train,virtual,充电短路,10Ω充电短路_3.xlsx,virtual_1,10.0
42,273,train,virtual,充电短路,10Ω充电短路_30.xlsx,virtual_1,10.0
42,274,train,virtual,充电短路,10Ω充电短路_31.xlsx,virtual_1,10.0
42,275,train,virtual,充电短路,10Ω充电短路_32.xlsx,virtual_1,10.0
42,276,train,virtual,充电短路,10Ω充电短路_33.xlsx,virtual_1,10.0
42,277,train,virtual,充电短路,10Ω充电短路_34.xlsx,virtual_1,10.0
42,278,train,virtual,充电短路,10Ω充电短路_35.xlsx,virtual_1,10.0
42,279,train,virtual,充电短路,10Ω充电短路_36.xlsx,virtual_1,10.0
42,280,train,virtual,充电短路,10Ω充电短路_37.xlsx,virtual_1,10.0
42,281,train,virtual,充电短路,10Ω充电短路_38.xlsx,virtual_1,10.0
42,282,train,virtual,充电短路,10Ω充电短路_39.xlsx,virtual_1,10.0
42,283,train,virtual,充电短路,10Ω充电短路_4.xlsx,virtual_1,10.0
42,284,train,virtual,充电短路,10Ω充电短路_40.xlsx,virtual_1,10.0
42,285,train,virtual,充电短路,10Ω充电短路_41.xlsx,virtual_1,10.0
42,286,train,virtual,充电短路,10Ω充电短路_42.xlsx,virtual_1,10.0
42,287,train,virtual,充电短路,10Ω充电短路_43.xlsx,virtual_1,10.0
42,288,train,virtual,充电短路,10Ω充电短路_44.xlsx,virtual_1,10.0
42,289,train,virtual,充电短路,10Ω充电短路_45.xlsx,virtual_1,10.0
42,290,train,virtual,充电短路,10Ω充电短路_46.xlsx,virtual_1,10.0
42,291,train,virtual,充电短路,10Ω充电短路_47.xlsx,virtual_1,10.0
42,292,train,virtual,充电短路,10Ω充电短路_48.xlsx,virtual_1,10.0
42,293,train,virtual,充电短路,10Ω充电短路_49.xlsx,virtual_1,10.0
42,294,train,virtual,充电短路,10Ω充电短路_5.xlsx,virtual_1,10.0
42,295,train,virtual,充电短路,10Ω充电短路_50.xlsx,virtual_1,10.0
42,296,train,virtual,充电短路,10Ω充电短路_6.xlsx,virtual_1,10.0
42,297,train,virtual,充电短路,10Ω充电短路_7.xlsx,virtual_1,10.0
42,298,train,virtual,充电短路,10Ω充电短路_8.xlsx,virtual_1,10.0
42,299,train,virtual,充电短路,10Ω充电短路_9.xlsx,virtual_1,10.0
42,300,train,virtual,充电短路,1Ω充电短路_1.xlsx,virtual_1Ω充电短路_1,1.0
42,301,train,virtual,充电短路,1Ω充电短路_10.xlsx,virtual_1Ω充电短路_10,1.0
42,302,train,virtual,充电短路,1Ω充电短路_11.xlsx,virtual_1Ω充电短路_11,1.0
42,303,train,virtual,充电短路,1Ω充电短路_12.xlsx,virtual_1Ω充电短路_12,1.0
42,304,val,virtual,充电短路,1Ω充电短路_13.xlsx,virtual_1Ω充电短路_13,1.0
42,305,train,virtual,充电短路,1Ω充电短路_14.xlsx,virtual_1Ω充电短路_14,1.0
42,306,val,virtual,充电短路,1Ω充电短路_15.xlsx,virtual_1Ω充电短路_15,1.0
42,307,train,virtual,充电短路,1Ω充电短路_16.xlsx,virtual_1Ω充电短路_16,1.0
42,308,train,virtual,充电短路,1Ω充电短路_17.xlsx,virtual_1Ω充电短路_17,1.0
42,309,train,virtual,充电短路,1Ω充电短路_18.xlsx,virtual_1Ω充电短路_18,1.0
42,310,val,virtual,充电短路,1Ω充电短路_19.xlsx,virtual_1Ω充电短路_19,1.0
42,311,train,virtual,充电短路,1Ω充电短路_2.xlsx,virtual_1Ω充电短路_2,1.0
42,312,train,virtual,充电短路,1Ω充电短路_20.xlsx,virtual_1Ω充电短路_20,1.0
42,313,train,virtual,充电短路,1Ω充电短路_21.xlsx,virtual_1Ω充电短路_21,1.0
42,314,val,virtual,充电短路,1Ω充电短路_22.xlsx,virtual_1Ω充电短路_22,1.0
42,315,train,virtual,充电短路,1Ω充电短路_23.xlsx,virtual_1Ω充电短路_23,1.0
42,316,train,virtual,充电短路,1Ω充电短路_24.xlsx,virtual_1Ω充电短路_24,1.0
42,317,train,virtual,充电短路,1Ω充电短路_25.xlsx,virtual_1Ω充电短路_25,1.0
42,318,train,virtual,充电短路,1Ω充电短路_26.xlsx,virtual_1Ω充电短路_26,1.0
42,319,train,virtual,充电短路,1Ω充电短路_27.xlsx,virtual_1Ω充电短路_27,1.0
42,320,train,virtual,充电短路,1Ω充电短路_28.xlsx,virtual_1Ω充电短路_28,1.0
42,321,train,virtual,充电短路,1Ω充电短路_29.xlsx,virtual_1Ω充电短路_29,1.0
42,322,train,virtual,充电短路,1Ω充电短路_3.xlsx,virtual_1Ω充电短路_3,1.0
